year_month,country_code,gdp_growth_yoy,cpi_yoy,data_traffic_index,ott_substitution_index,travel_index,ecommerce_index,mobile_penetration,price_pressure_index
2024-08,NL,0.7648,2.2176,385.1301,155.2627,117.1447,199.3021,1.3275,119.9228
2024-09,NL,0.9481,2.4483,402.7699,154.9833,117.146,199.4827,1.3321,118.9952
2024-10,NL,0.9187,2.3602,408.6511,156.9634,120.4397,204.5935,1.3323,118.9288
2024-11,NL,0.9612,2.4855,415.0153,161.2038,119.8412,232.9765,1.3328,118.212
2024-12,NL,0.8921,2.3375,417.2527,163.3239,121.2163,226.3173,1.3357,118.671
2025-01,NL,0.7248,2.2482,418.6548,163.6379,118.6819,204.1025,1.3348,120.2601
2025-02,NL,0.4257,2.2817,438.4031,164.3472,122.3889,210.2367,1.339,120.2103
2025-03,NL,0.9288,2.0914,446.2856,165.3321,121.592,210.8326,1.3394,119.3808
2025-04,NL,1.2318,2.027,445.9975,164.3248,124.1822,208.96,1.344,119.0514
2025-05,NL,1.4033,2.1651,454.1124,166.6287,125.2673,208.5141,1.3434,118.9728
2025-06,NL,1.4717,2.4761,468.845,164.3166,124.3894,214.2432,1.3444,120.5611
2025-07,NL,1.3232,2.5135,474.5718,165.3868,126.1023,211.6167,1.3451,120.9249
2025-08,NL,1.1029,2.8845,476.7801,166.193,124.264,216.0544,1.344,123.9452
2025-09,NL,0.9773,2.5444,485.3083,169.7634,121.354,217.4957,1.3473,123.4377
2025-10,NL,1.2558,2.4241,490.7757,169.3615,122.2191,225.5712,1.3471,122.0229
2025-11,NL,1.001,2.1205,509.1281,173.4628,122.4476,262.0878,1.3474,122.6967
2025-12,NL,0.7961,2.1631,520.6498,173.6335,120.3475,243.6108,1.3488,124.9691
2026-01,NL,1.6372,2.4109,533.4366,174.6469,119.0889,225.614,1.3534,124.725
2026-02,NL,1.3902,2.6011,550.5214,174.1451,119.4454,233.6147,1.3537,124.557
2026-03,NL,1.6684,2.6267,564.4584,178.4145,117.4807,229.5124,1.3575,125.1229
2026-04,NL,1.7617,2.4852,569.3709,180.1411,120.6136,229.7098,1.3574,127.0104
2026-05,NL,1.7153,2.4386,590.0433,179.1033,121.7008,228.1584,1.3578,128.8227
2026-06,NL,1.5081,2.1807,599.7469,181.2708,124.7664,236.241,1.3614,129.4072
2019-01,PL,2.5466,2.0879,98.8923,99.605,98.3714,99.6112,1.3811,99.1963
2019-02,PL,2.1079,1.9294,101.8848,100.5051,99.3993,99.1837,1.3814,100.6923
2019-03,PL,1.9528,1.7549,104.0245,101.1887,102.889,100.128,1.3815,99.7683
2019-04,PL,2.2817,1.4459,105.0777,102.7039,102.1716,99.7854,1.38,99.9371
2019-05,PL,1.8811,1.1976,107.1421,102.675,99.3542,104.3553,1.383,102.0129
2019-06,PL,2.5796,1.3245,111.4803,103.6656,97.2247,105.1754,1.3826,101.9818
2019-07,PL,2.5097,1.4575,113.4807,104.3594,100.0988,103.7467,1.3849,104.4368
2019-08,PL,2.2296,1.1255,115.3268,107.4755,96.1817,106.3476,1.3888,104.2376
2019-09,PL,2.2841,1.2834,119.0518,108.3997,99.0168,106.6552,1.3911,103.4109
2019-10,PL,1.9832,1.3157,120.4311,107.1738,100.3638,106.087,1.3937,103.991
2019-11,PL,2.2457,0.8377,123.8145,109.0811,99.8715,120.7082,1.3955,104.3428
2019-12,PL,2.2119,0.701,125.1203,110.7243,102.4618,116.2628,1.3939,103.1137
2020-01,PL,1.6455,0.511,129.4473,111.6226,104.7163,109.5802,1.3965,103.0531
2020-02,PL,1.2929,0.4628,130.1006,111.9843,98.2752,111.1103,1.3961,103.0171
2020-03,PL,-3.4052,0.5157,131.8461,112.5763,46.069,124.6503,1.3998,103.3709
2020-04,PL,-8.1744,0.2446,148.2514,112.109,9.4056,139.1123,1.4044,104.2644
2020-05,PL,-13.0912,0.1642,154.344,113.878,12.0266,154.5095,1.404,102.504
2020-06,PL,-11.3506,0.5034,159.737,114.0936,14.5338,155.53,1.4067,105.7947
2020-07,PL,-10.5433,0.5585,165.7979,115.412,26.0321,154.0231,1.4065,106.1379
2020-08,PL,-9.6016,0.6602,169.5451,116.554,37.5239,151.7705,1.4068,106.1204
2020-09,PL,-8.4144,1.0698,170.1751,116.075,31.6884,154.2934,1.4083,108.0692
2020-10,PL,-6.7837,1.2326,176.6528,116.3684,24.6745,152.1565,1.4067,108.6408
2020-11,PL,-5.2827,1.3649,182.5799,116.2415,22.989,180.2439,1.4065,110.0066
2020-12,PL,-3.9027,1.1592,185.175,117.3414,20.795,171.4061,1.4108,111.0885
2021-01,PL,-1.4913,1.4764,193.4418,119.5199,18.6746,155.8003,1.4134,110.464
2021-02,PL,0.7079,1.8769,199.9965,123.958,16.6956,152.5952,1.4135,112.2479
2021-03,PL,3.2525,2.1314,200.7675,123.4489,21.7534,153.5468,1.4143,111.5211
2021-04,PL,5.3311,2.72,205.6435,126.1309,26.6442,155.9488,1.4165,112.0647
2021-05,PL,7.9878,3.0997,210.981,125.0741,31.2953,157.5452,1.4176,112.874
2021-06,PL,10.2859,3.3754,212.9346,127.655,41.9058,157.3333,1.4203,113.0143
2021-07,PL,9.1726,3.7562,217.5652,127.802,50.6622,158.3881,1.4233,113.6934
2021-08,PL,8.3062,4.1198,223.6263,127.3198,59.9667,155.1188,1.4197,114.1709
2021-09,PL,7.3115,4.7056,228.3455,127.4674,59.6461,152.9692,1.4178,112.3599
2021-10,PL,6.7088,5.1222,232.1267,128.9369,57.6836,154.1281,1.4234,110.7435
2021-11,PL,6.2084,5.8714,237.2256,131.3961,55.3398,182.2035,1.425,110.3265
2021-12,PL,5.8094,6.6812,247.1354,132.1864,61.7163,175.089,1.4271,111.9694
2022-01,PL,4.9178,7.2355,253.9559,132.7171,66.5012,154.6084,1.4302,111.584
2022-02,PL,4.6074,7.7952,259.8041,135.1811,73.4827,158.1586,1.4262,112.1976
2022-03,PL,4.1368,8.5102,265.9854,135.9917,78.4736,162.2791,1.4245,113.6679
2022-04,PL,4.1828,8.9392,272.1285,138.1098,84.7567,165.4078,1.427,115.843
2022-05,PL,3.7835,9.7601,276.6282,139.5868,90.4847,163.7467,1.4267,116.4122
2022-06,PL,3.5446,10.5762,282.2731,138.3416,97.5878,161.2011,1.4315,119.1628
2022-07,PL,2.8652,10.7401,283.1397,138.9206,99.2155,165.0868,1.4329,118.1196
2022-08,PL,2.5436,11.4768,293.8956,140.5594,101.9597,165.3782,1.4366,118.225
2022-09,PL,1.9489,12.426,298.0792,142.9816,105.2927,169.0951,1.437,118.6186
2022-10,PL,2.0881,13.3446,306.0546,142.8975,108.6714,174.5529,1.4379,118.0411
2022-11,PL,2.4773,12.2128,309.007,144.3096,106.2149,200.6228,1.4386,118.5569
2022-12,PL,1.6209,11.4177,320.3855,146.0886,105.9644,189.1364,1.4441,119.4304
2023-01,PL,1.2157,10.5168,322.6734,148.7201,109.7111,168.2339,1.444,119.7762
2023-02,PL,1.3229,9.6962,333.5779,149.8891,109.2456,166.7913,1.4436,121.4633
2023-03,PL,1.1023,8.785,344.4007,148.9745,107.9396,162.1164,1.444,122.2094
2023-04,PL,1.147,7.7963,356.3413,148.5094,109.7918,167.9817,1.4445,123.0164
2023-05,PL,1.081,7.3316,360.5279,149.2637,109.8988,168.0381,1.4474,125.378
2023-06,PL,1.5736,6.6818,363.2561,149.6095,111.9331,166.3192,1.4476,124.06
2023-07,PL,1.3472,5.9281,367.5861,150.591,108.203,171.3261,1.4496,124.3282
2023-08,PL,1.6201,5.5861,376.9932,151.7393,105.473,173.8195,1.4491,125.1957
2023-09,PL,0.7881,5.4543,384.5219,156.5191,105.8265,175.3987,1.4501,126.8215
2023-10,PL,0.6036,5.1948,391.5766,158.6814,107.5427,180.9488,1.4506,127.5662
2023-11,PL,1.0368,4.5814,412.3516,160.9693,105.8532,213.2649,1.4522,128.1648
2023-12,PL,0.3456,3.7873,427.2296,164.2179,108.3394,201.6512,1.4552,127.501
2024-01,PL,0.741,3.3536,437.8512,165.844,113.2859,183.9568,1.4544,127.5922
2024-02,PL,1.3945,3.373,442.4744,166.3365,113.4949,179.7342,1.4553,129.509
2024-03,PL,1.224,3.1153,450.9758,165.4307,113.6863,185.465,1.4553,128.2565
2024-04,PL,1.3017,3.1232,445.4555,168.3182,116.6681,187.4809,1.4608,128.1272
2024-05,PL,1.9869,3.0375,459.6401,169.0339,115.5589,188.1702,1.4637,125.7625
2024-06,PL,2.1798,3.3219,470.5704,169.7479,115.1839,190.2496,1.4649,127.0576
2024-07,PL,2.319,2.8732,488.167,170.8249,114.4672,194.6279,1.4675,125.4422
2024-08,PL,1.9173,2.8698,492.2239,171.0378,116.6258,192.8556,1.469,125.7703
2024-09,PL,1.8476,2.7466,507.5259,173.3809,117.9953,197.678,1.4692,126.1993
2024-10,PL,1.3613,3.0873,526.8568,173.0895,117.328,199.472,1.4691,129.9809
2024-11,PL,0.8995,2.6985,537.3491,175.1079,118.0048,231.306,1.4698,132.7106
2024-12,PL,1.7053,2.5332,541.6411,176.8269,118.002,217.6027,1.4707,132.9422
2025-01,PL,1.6392,2.6672,555.2115,176.9598,117.947,195.5263,1.4721,134.6944
2025-02,PL,2.6617,2.8808,576.5617,180.6804,118.2005,203.0761,1.4749,135.5608
2025-03,PL,2.5682,2.6843,589.4466,183.6602,121.7461,205.9012,1.4764,132.4668
2025-04,PL,2.9452,2.6733,607.6728,185.1688,122.792,211.7352,1.4802,131.3783
2025-05,PL,2.5987,2.7105,616.2336,185.9117,119.8579,211.2344,1.4825,132.4148
2025-06,PL,2.2197,2.738,626.3176,186.4675,122.7006,215.4402,1.4825,135.3555
2025-07,PL,2.042,2.643,643.6707,186.1932,120.1639,213.1753,1.4808,136.1969
2025-08,PL,2.1533,2.8173,650.3816,185.4529,124.8456,212.1151,1.4834,134.9576
2025-09,PL,2.3265,2.7412,684.3305,184.2672,129.2505,215.2948,1.4843,132.8374
2025-10,PL,2.6611,2.8019,687.5168,186.6741,128.7175,217.3831,1.4833,132.6714
2025-11,PL,2.6971,2.5571,697.7254,193.8298,127.2493,255.5299,1.4868,133.6031
2025-12,PL,1.9949,2.558,716.677,194.794,122.7471,245.3375,1.4872,132.6329
2026-01,PL,1.8425,2.5797,731.7108,194.4067,126.705,230.2321,1.4877,134.8807
2026-02,PL,2.0834,2.683,753.8796,197.1872,127.3678,238.2595,1.4895,138.8063
2026-03,PL,2.1075,2.5268,759.3304,196.3581,129.1536,237.9679,1.4925,138.3026
2026-04,PL,2.3898,2.5128,790.6328,198.6746,127.0871,241.9846,1.4931,140.3413
2026-05,PL,2.1524,2.3564,811.6968,198.4277,127.1872,238.326,1.4936,142.1905
2026-06,PL,2.7929,2.3662,829.1736,201.6944,125.8817,233.1707,1.4931,141.119
2019-01,RO,2.4427,1.857,98.8768,100.4541,96.2352,100.0057,1.1693,100.6702
2019-02,RO,2.8336,1.7815,101.0246,100.696,99.5344,99.1466,1.171,99.7967
2019-03,RO,1.6739,1.7743,103.0134,102.8174,101.6575,97.0052,1.176,101.9889
2019-04,RO,1.5162,1.5957,106.3655,105.1885,101.8884,99.1002,1.1776,102.2814
2019-05,RO,2.1725,1.138,109.2706,104.406,104.5457,101.6365,1.1777,102.2577
2019-06,RO,2.2466,0.6853,111.708,104.98,103.3603,105.7511,1.1783,101.9548
2019-07,RO,2.4408,0.9153,112.6576,105.4206,99.4629,107.8568,1.1779,101.5853
2019-08,RO,1.8346,0.6352,117.1411,105.3872,98.8562,108.0858,1.1822,102.7076
2019-09,RO,2.3662,0.708,121.0071,106.4302,103.4168,109.7109,1.1824,102.6485
2019-10,RO,3.0299,0.5693,123.8252,107.5317,104.3917,107.5339,1.1799,103.7661
2019-11,RO,2.9784,0.7481,127.7475,108.8681,103.2309,125.9573,1.181,104.4225
2019-12,RO,2.2697,0.8262,130.1073,109.5074,101.7701,119.7744,1.1823,102.7997
2020-01,RO,1.6291,0.7149,130.833,111.4589,100.8768,108.9253,1.1834,103.3888
2020-02,RO,1.743,0.5844,132.7873,114.2104,92.4524,110.7965,1.1849,105.3376
2020-03,RO,-2.3507,0.5358,137.0266,114.2929,42.3485,125.5425,1.1852,106.2699
2020-04,RO,-7.5715,0.4427,151.8363,113.7461,8.595,138.6715,1.1863,105.7908
2020-05,RO,-13.1369,0.1287,157.4628,115.6364,11.2367,153.9184,1.1896,105.5597
2020-06,RO,-11.5672,0.4882,161.1705,115.8841,13.802,155.1196,1.1928,107.1277
2020-07,RO,-10.0135,0.53,166.8099,116.1532,26.017,157.4781,1.1899,105.5786
2020-08,RO,-8.6412,0.6437,171.2057,116.383,38.3964,156.6515,1.1872,103.5098
2020-09,RO,-7.2656,0.9004,174.6534,116.3386,30.9892,156.8097,1.1896,105.9063
2020-10,RO,-6.1637,1.1646,180.4685,116.7462,24.7124,157.5669,1.1896,106.2261
2020-11,RO,-4.4873,1.284,186.9042,117.7296,23.1187,186.4103,1.1926,107.3057
2020-12,RO,-2.7682,1.6708,191.9762,117.5594,20.9075,174.3576,1.1966,108.0915
2021-01,RO,-1.4565,1.8281,198.093,120.1032,18.9743,158.3552,1.1973,108.1452
2021-02,RO,0.0696,2.1513,197.9201,120.2098,17.0814,157.6747,1.1982,108.1704
2021-03,RO,2.0212,2.3155,204.4609,121.8241,21.6498,156.3453,1.1996,109.9717
2021-04,RO,4.3636,2.832,210.9013,124.418,25.5745,155.0497,1.2,110.2412
2021-05,RO,5.657,3.4951,215.3639,126.6607,29.59,151.8637,1.2025,111.1745
2021-06,RO,8.4545,4.0231,214.5091,128.5939,39.7498,150.3644,1.2062,113.7158
2021-07,RO,8.5338,4.461,218.7496,129.7241,50.2725,153.0448,1.2086,113.4859
2021-08,RO,7.8458,4.7843,226.3557,130.1589,59.195,154.7515,1.2042,115.2147
2021-09,RO,7.7545,5.0682,231.5575,129.4502,56.3574,156.2529,1.2013,113.7842
2021-10,RO,7.3246,5.5769,233.5468,130.7852,53.9441,157.2555,1.2035,113.4688
2021-11,RO,7.2536,5.96,238.9672,130.6591,51.3432,178.8324,1.2041,114.2831
2021-12,RO,6.5642,6.2653,247.9447,133.5322,59.7241,170.1471,1.2037,112.9089
2022-01,RO,5.7468,6.7532,252.5288,135.4743,64.9015,157.7546,1.2081,114.4437
2022-02,RO,5.2336,7.7612,255.8783,136.7209,70.4272,159.0754,1.2101,114.005
2022-03,RO,4.864,8.4102,254.2193,136.8002,76.5258,157.711,1.2121,113.1121
2022-04,RO,4.0433,9.1414,255.9463,135.7794,84.4301,159.0548,1.2108,114.0532
2022-05,RO,4.4201,9.6126,262.1296,137.7181,90.5934,160.7847,1.2134,113.6598
2022-06,RO,4.1407,10.3219,272.6847,139.9296,95.0898,165.4905,1.2196,113.0376
2022-07,RO,3.9828,11.0993,281.1125,139.0901,96.3105,165.9124,1.2196,113.756
2022-08,RO,3.728,11.6681,289.6934,138.7241,103.2961,166.8161,1.215,113.7439
2022-09,RO,3.5452,12.5766,297.8124,140.6093,105.5487,165.33,1.2152,113.9816
2022-10,RO,3.3336,13.0354,304.5093,141.8714,107.5346,166.194,1.2167,115.5596
2022-11,RO,3.2182,12.0072,314.6794,142.3795,107.5114,193.8418,1.2197,117.8339
2022-12,RO,2.2315,11.2549,322.2166,143.8386,111.2716,183.7379,1.2213,118.4274
2023-01,RO,2.113,10.5146,331.7105,145.8432,109.2128,165.5743,1.2221,120.2099
2023-02,RO,1.586,9.9143,335.3891,147.4146,107.5212,170.9529,1.2251,120.6918
2023-03,RO,1.4865,8.7966,342.5003,148.6516,110.9759,167.8061,1.2241,122.2323
2023-04,RO,1.0624,8.0472,353.5417,149.0573,109.8968,175.9047,1.2234,124.8672
2023-05,RO,0.8297,7.029,352.8742,151.1504,109.2469,176.4016,1.2288,124.9937
2023-06,RO,1.1326,6.4164,368.3624,152.0927,111.574,179.0765,1.2304,124.7782
2023-07,RO,1.0194,5.9643,376.594,153.2075,107.5159,178.3405,1.2289,123.8988
2023-08,RO,0.8994,5.5928,385.71,156.2856,109.6483,177.6559,1.2309,125.2615
2023-09,RO,1.1416,5.2745,392.2145,156.9904,110.8845,179.7806,1.2285,122.0577
2023-10,RO,1.0423,4.8784,400.5819,158.6261,112.194,181.3763,1.2292,121.2117
2023-11,RO,1.2042,4.454,406.466,159.5459,109.0188,208.9636,1.2299,123.5314
2023-12,RO,1.4406,4.1797,411.9445,159.7241,110.016,203.6412,1.2343,121.9618
2024-01,RO,1.8759,3.8532,419.5298,161.1212,112.4363,185.8818,1.236,122.0602
2024-02,RO,1.7721,3.6735,439.0211,163.2277,113.7799,185.663,1.2391,124.2814
2024-03,RO,2.0203,3.7406,451.5375,163.7836,111.9467,188.4133,1.2384,126.2514
2024-04,RO,2.2015,3.4078,463.0847,166.4707,113.5821,194.0611,1.2383,127.7343
2024-05,RO,2.1931,3.4629,469.1736,169.5379,117.1313,193.5656,1.2388,129.2522
2024-06,RO,2.32,3.3386,481.6868,171.1782,117.5764,194.3038,1.2403,129.4391
2024-07,RO,1.7253,3.2275,493.0704,174.9036,121.2477,193.3542,1.2369,129.882
2024-08,RO,1.36,3.1903,489.8294,176.329,123.1084,192.7673,1.2363,128.8377
2024-09,RO,1.737,3.0098,517.7595,176.8407,123.6652,194.1223,1.2398,129.2498
2024-10,RO,1.6582,3.0318,539.5046,175.9524,120.0567,200.9524,1.2447,128.7335
2024-11,RO,2.1097,3.2854,554.5629,175.9482,119.2024,234.6045,1.2458,127.7144
2024-12,RO,1.9535,3.1541,559.522,175.0884,116.7744,222.0118,1.2507,129.9992
2025-01,RO,2.2033,2.9014,562.6238,177.8512,114.0588,202.3752,1.2576,129.95
2025-02,RO,2.5558,3.0968,588.2431,179.7961,114.296,203.4073,1.2567,132.7984
2025-03,RO,2.6219,2.935,599.8266,180.8389,113.3077,209.6099,1.2552,132.8121
2025-04,RO,2.1535,3.0986,609.6367,181.4861,118.7896,211.6519,1.2559,131.3561
2025-05,RO,1.9474,3.1305,612.5531,184.0437,120.8062,211.5433,1.2545,129.9073
2025-06,RO,2.2204,3.2553,641.5763,185.8805,121.2312,216.1744,1.2591,130.398
2025-07,RO,1.8143,3.1668,658.2979,187.6146,120.8576,213.2523,1.262,128.8609
2025-08,RO,1.513,2.9765,688.1177,187.8125,126.715,213.4665,1.2623,130.9156
2025-09,RO,2.0442,2.8908,673.7109,189.2634,125.8839,220.3116,1.2621,132.5287
2025-10,RO,2.1138,2.6615,702.9719,190.7841,124.6582,216.3961,1.2606,135.0131
2025-11,RO,2.3282,2.9192,713.1154,194.8014,126.1528,262.1773,1.2622,135.1626
2025-12,RO,1.9009,3.2085,718.1631,194.6132,127.2777,251.6138,1.2633,135.7855
2026-01,RO,2.4863,2.6669,727.7996,198.8268,125.6935,231.183,1.2626,136.0055
2026-02,RO,2.149,2.473,749.1558,199.8263,128.2804,233.9716,1.2638,136.8713
2026-03,RO,1.9116,2.4004,781.9999,201.5597,131.0334,236.2087,1.2639,137.5066
2026-04,RO,2.6764,2.4089,793.1484,204.0307,129.7392,234.4061,1.2682,138.7274
2026-05,RO,2.3033,2.3495,820.7465,206.2094,127.5413,237.3695,1.2717,137.6602
2026-06,RO,2.498,2.2315,823.1569,205.1161,125.781,241.8344,1.2731,140.0636
2019-01,SK,1.9442,1.3461,100.1548,99.6317,98.7052,100.4915,1.3501,99.2886
2019-02,SK,1.8628,1.6275,104.283,99.8486,98.7145,101.9953,1.3529,100.9044
2019-03,SK,2.5629,1.6023,104.2247,100.2665,100.0248,104.7759,1.3544,103.1821
2019-04,SK,1.7485,1.1333,107.6755,100.8108,103.3101,103.7793,1.3575,103.511
2019-05,SK,1.5208,1.375,113.1845,102.5596,103.9537,104.1214,1.3597,102.6142
2019-06,SK,1.2298,1.5588,112.2892,104.5852,101.6034,101.7628,1.362,102.4391
2019-07,SK,1.0674,1.6218,111.6958,105.0382,102.6792,102.9216,1.3609,101.1942
2019-08,SK,1.2673,1.6081,113.6959,105.2661,105.4126,103.6588,1.3613,102.2217
2019-09,SK,1.1159,1.3839,113.1832,105.9039,106.8363,105.3013,1.3649,103.5469
2019-10,SK,0.701,1.2546,116.481,107.7508,106.1541,107.7963,1.3632,103.4742
2019-11,SK,0.8637,1.1549,120.558,107.8858,104.8114,125.9875,1.3652,104.0965
2019-12,SK,1.0604,0.8896,122.0479,108.6443,105.2431,123.744,1.3664,105.301
2020-01,SK,0.8987,0.6499,124.9023,109.4408,104.1403,113.0638,1.3687,104.3393
2020-02,SK,0.7311,0.5682,129.4944,109.2901,98.503,113.9515,1.3661,104.2295
2020-03,SK,-4.5126,0.2133,134.0301,109.6346,44.0848,126.6737,1.3695,103.6108
2020-04,SK,-9.1536,0.0711,148.926,109.8864,8.9091,141.0783,1.3724,103.3417
2020-05,SK,-13.466,-0.1476,151.2058,112.3347,11.2732,156.4374,1.3726,103.7291
2020-06,SK,-11.7801,0.017,153.9225,112.2452,13.7619,154.1875,1.3713,104.8896
2020-07,SK,-10.5937,0.1456,159.2253,112.1601,25.4406,155.6113,1.3717,104.0143
2020-08,SK,-8.8729,0.03,163.3756,111.2293,38.3886,160.4869,1.3719,103.9821
2020-09,SK,-8.2413,0.49,164.6811,112.4783,31.1767,160.9437,1.3732,104.6089
2020-10,SK,-5.7891,0.776,170.5511,114.0938,23.9458,159.7717,1.3786,104.9626
2020-11,SK,-4.8411,0.8732,166.9132,115.478,22.3085,181.7812,1.3798,105.7497
2020-12,SK,-3.803,1.0675,168.3787,116.3975,19.9397,171.124,1.3792,107.5295
2021-01,SK,-2.112,1.0603,171.5535,116.3301,18.8253,155.1447,1.3787,107.4589
2021-02,SK,-0.4214,1.3019,174.5113,116.4846,17.2436,156.9689,1.3809,108.9288
2021-03,SK,1.9185,1.5439,177.9785,118.5741,21.5722,155.2632,1.382,107.6367
2021-04,SK,3.7629,2.1222,181.8038,117.4912,27.4453,156.7865,1.3836,104.2326
2021-05,SK,6.2783,2.403,186.51,118.7725,32.2852,161.7213,1.384,104.8033
2021-06,SK,8.6279,2.6861,190.2212,119.1255,43.0536,160.8193,1.3823,105.9989
2021-07,SK,8.2323,3.2166,193.5335,119.6744,52.7456,161.666,1.3847,105.8866
2021-08,SK,7.7271,3.6661,200.3524,120.6904,62.7738,158.6334,1.3833,108.1409
2021-09,SK,7.5343,4.2873,203.0301,121.9914,58.9687,158.6983,1.3892,105.6865
2021-10,SK,6.781,4.6856,209.0185,124.4103,56.6237,154.5331,1.3887,106.7047
2021-11,SK,6.1446,4.8586,214.6887,122.9741,54.4301,184.0651,1.3914,107.2569
2021-12,SK,5.0028,5.2726,218.9701,124.7194,59.7854,173.4893,1.388,107.226
2022-01,SK,4.1999,6.2959,222.2289,125.9844,65.1498,158.7284,1.3891,107.6772
2022-02,SK,3.8431,6.955,222.5512,127.3192,71.8237,158.9953,1.396,107.3569
2022-03,SK,4.0283,7.2319,224.4439,127.9497,76.2961,161.9605,1.3989,108.0913
2022-04,SK,3.5884,7.93,230.3334,129.8919,82.7238,163.1857,1.4031,108.255
2022-05,SK,3.3803,8.1771,238.6898,129.4155,87.9841,167.7698,1.4016,107.9317
2022-06,SK,3.0076,8.6427,247.6053,129.6208,97.7791,166.1462,1.4019,108.3726
2022-07,SK,2.1783,9.1243,249.9008,130.7844,101.9971,165.9982,1.4032,107.5827
2022-08,SK,2.2917,9.6542,253.6049,133.0857,101.1861,164.3651,1.4041,107.8835
2022-09,SK,1.6022,9.993,253.9961,133.4038,102.8757,163.0727,1.4102,110.1694
2022-10,SK,1.3055,10.366,261.2864,134.4996,104.4696,160.8336,1.4087,110.845
2022-11,SK,1.339,9.7315,262.6787,134.8916,103.0411,187.2673,1.4115,110.6979
2022-12,SK,0.8244,9.2326,269.5638,136.9843,107.5502,179.5956,1.4097,112.6904
2023-01,SK,1.1897,8.1743,275.135,138.1909,107.5564,161.8713,1.4088,115.0029
2023-02,SK,1.4585,7.3683,282.2537,137.1455,107.6789,167.9876,1.4125,113.6298
2023-03,SK,1.2121,7.0315,292.0474,138.525,110.2808,168.254,1.4116,112.7443
2023-04,SK,1.2931,6.7116,299.9144,140.8926,108.2926,174.2636,1.4139,113.0318
2023-05,SK,1.5565,6.2596,302.8038,139.7063,112.9966,172.5216,1.4167,112.4618
2023-06,SK,0.9806,5.0935,307.3844,138.478,115.5243,176.8847,1.4149,111.8233
2023-07,SK,1.0308,4.6786,309.3117,142.344,111.3985,175.9707,1.414,111.987
2023-08,SK,1.0134,4.3441,304.2613,145.1981,110.981,182.5309,1.4155,114.2586
2023-09,SK,1.2504,3.9266,311.6447,146.4531,111.3665,184.543,1.4166,115.1767
2023-10,SK,0.8195,3.7228,321.3778,146.8349,110.6837,183.8681,1.4207,113.1538
2023-11,SK,0.8815,2.9678,333.3208,147.4006,107.1641,210.3783,1.4237,113.9223
2023-12,SK,0.4743,2.708,337.1235,149.53,107.163,198.245,1.4246,113.2704
2024-01,SK,-0.038,2.6628,343.3399,149.7624,107.6477,182.7775,1.4274,114.362
2024-02,SK,0.6539,2.8301,348.4946,149.014,108.6404,184.0379,1.4296,115.61
2024-03,SK,0.5697,2.572,354.0113,150.1495,112.2392,188.4454,1.4299,116.4408
2024-04,SK,0.9962,2.5726,361.2089,151.8712,111.2986,190.8105,1.4308,115.8234
2024-05,SK,0.9153,2.5229,367.6468,153.7805,111.2423,196.7504,1.4333,118.9951
2024-06,SK,1.2271,2.5719,374.3145,155.1634,112.2343,199.0394,1.4302,118.4409
2024-07,SK,1.1191,2.7623,379.3752,157.9426,113.346,199.3993,1.4339,117.3798
2024-08,SK,1.3984,2.6266,395.9918,159.2411,114.215,194.9399,1.4306,118.4567
2024-09,SK,1.2103,2.7414,396.6256,158.2705,119.2068,196.5831,1.4365,118.7651
2024-10,SK,1.7358,2.708,407.1979,158.8637,114.4783,196.2284,1.4409,118.7806
2024-11,SK,1.0718,2.3873,411.6822,161.5433,114.6845,229.2133,1.4391,118.8279
2024-12,SK,0.9617,2.386,424.7463,160.0266,117.0765,225.2067,1.4418,120.6894
2025-01,SK,0.1347,2.031,430.3423,162.2829,118.4348,207.585,1.4448,119.8806
2025-02,SK,0.7923,1.7823,444.8388,164.4079,119.7468,212.7494,1.4506,120.5037
2025-03,SK,0.8662,1.9689,450.3939,163.561,116.1964,214.5849,1.4497,121.2676
2025-04,SK,1.0503,2.1818,448.9829,162.2731,118.7765,216.036,1.4492,123.1919
2025-05,SK,1.4088,2.3471,463.7796,165.3338,120.4294,216.1259,1.4506,122.3846
2025-06,SK,1.3894,2.2681,469.1686,166.7874,121.6541,215.7998,1.4512,122.1766
2025-07,SK,1.4323,2.244,475.3841,167.2237,124.4781,220.7888,1.4449,122.069
2025-08,SK,1.5504,2.1541,477.9305,167.0866,121.2579,219.0398,1.4487,119.0034
2025-09,SK,1.7157,2.1962,484.4543,168.8543,120.1764,219.129,1.4498,120.3608
2025-10,SK,1.4811,2.1268,502.5313,172.7763,119.4459,224.3935,1.452,121.9039
2025-11,SK,1.6037,2.2735,517.3876,172.0207,120.1327,254.8022,1.4542,121.956
2025-12,SK,1.7829,2.1456,531.7404,172.0542,122.396,247.9123,1.4555,122.799
2026-01,SK,2.1282,2.3415,540.4073,175.9916,121.8179,232.5469,1.4594,124.5797
2026-02,SK,2.1203,2.5178,559.4964,176.1927,120.0737,234.8369,1.4607,122.8741
2026-03,SK,1.3651,2.5864,552.0309,177.7047,121.5459,238.9596,1.459,123.3456
2026-04,SK,1.5352,2.6231,576.9216,176.0691,124.1803,240.7289,1.4596,123.867
2026-05,SK,1.6094,2.6234,590.5263,181.2999,127.2845,235.2006,1.4637,124.063
2026-06,SK,1.7666,2.6158,600.9663,182.9517,125.8684,236.1753,1.4649,124.7751
